Timestamp,Week,Node,Cell,PRB_Usage_Percentage
2024-05-25 13:00:00,2024-20,BTA El Ensueno,B7_9,72.64
2024-05-21 21:00:00,2024-20,BTA El Ensueno,B7_9,71.3898
2024-05-23 23:00:00,2024-20,BTA El Ensueno,B7_9,71.1306
2024-05-25 11:00:00,2024-20,BTA El Ensueno,B7_9,70.4098
2024-05-25 21:00:00,2024-20,BTA El Ensueno,B7_9,70.1714
2024-05-21 20:00:00,2024-20,BTA El Ensueno,B7_9,68.778
2024-05-23 18:00:00,2024-20,BTA El Ensueno,B7_9,67.1672
2024-05-24 22:00:00,2024-20,BTA El Ensueno,B7_9,67.0562
2024-05-21 18:00:00,2024-20,BTA El Ensueno,B7_9,65.991
2024-05-21 22:00:00,2024-20,BTA El Ensueno,B7_9,65.8436
2024-05-24 14:00:00,2024-20,BTA El Ensueno,B7_9,64.4732
2024-05-23 13:00:00,2024-20,BTA El Ensueno,B7_9,63.9366
2024-05-22 23:00:00,2024-20,BTA El Ensueno,B7_9,63.1116
2024-06-01 21:00:00,2024-21,BTA El Ensueno,AWS_1,98.4152
2024-06-01 19:00:00,2024-21,BTA El Ensueno,AWS_1,98.1254
2024-06-01 20:00:00,2024-21,BTA El Ensueno,AWS_1,98.1194
2024-06-01 15:00:00,2024-21,BTA El Ensueno,AWS_1,98.0802
2024-06-01 17:00:00,2024-21,BTA El Ensueno,AWS_1,97.0634
2024-06-01 14:00:00,2024-21,BTA El Ensueno,AWS_1,97.0426
2024-06-01 18:00:00,2024-21,BTA El Ensueno,AWS_1,96.5546
2024-06-01 13:00:00,2024-21,BTA El Ensueno,AWS_1,95.4628
2024-06-01 22:00:00,2024-21,BTA El Ensueno,AWS_1,94.972
2024-06-01 10:00:00,2024-21,BTA El Ensueno,AWS_1,94.7324
2024-05-30 20:00:00,2024-21,BTA El Ensueno,AWS_1,93.622
2024-05-26 21:00:00,2024-21,BTA El Ensueno,AWS_1,93.1708
2024-06-01 16:00:00,2024-21,BTA El Ensueno,AWS_1,93.1318
2024-06-01 11:00:00,2024-21,BTA El Ensueno,AWS_1,92.9828
2024-05-27 21:00:00,2024-21,BTA El Ensueno,AWS_1,92.7664
2024-06-01 12:00:00,2024-21,BTA El Ensueno,AWS_1,92.3546
2024-05-28 21:00:00,2024-21,BTA El Ensueno,AWS_1,92.0796
2024-05-26 20:00:00,2024-21,BTA El Ensueno,AWS_1,91.677
2024-05-29 21:00:00,2024-21,BTA El Ensueno,AWS_1,91.643
2024-05-26 18:00:00,2024-21,BTA El Ensueno,AWS_1,91.4498
2024-05-30 21:00:00,2024-21,BTA El Ensueno,AWS_1,91.0486
2024-05-27 17:00:00,2024-21,BTA El Ensueno,AWS_1,90.9294
2024-05-27 18:00:00,2024-21,BTA El Ensueno,AWS_1,90.4408
2024-05-29 18:00:00,2024-21,BTA El Ensueno,AWS_1,90.079
2024-05-30 12:00:00,2024-21,BTA El Ensueno,AWS_1,90.0112
2024-05-29 19:00:00,2024-21,BTA El Ensueno,AWS_1,89.4546
2024-05-26 19:00:00,2024-21,BTA El Ensueno,AWS_1,89.0216
2024-05-27 20:00:00,2024-21,BTA El Ensueno,AWS_1,88.4558
2024-05-27 19:00:00,2024-21,BTA El Ensueno,AWS_1,87.7138
2024-05-31 20:00:00,2024-21,BTA El Ensueno,AWS_1,87.5824
2024-05-30 19:00:00,2024-21,BTA El Ensueno,AWS_1,87.4106
2024-05-30 18:00:00,2024-21,BTA El Ensueno,AWS_1,87.2724
2024-05-31 19:00:00,2024-21,BTA El Ensueno,AWS_1,86.799
2024-05-31 21:00:00,2024-21,BTA El Ensueno,AWS_1,85.6156
2024-05-28 18:00:00,2024-21,BTA El Ensueno,AWS_1,84.8436
2024-05-27 16:00:00,2024-21,BTA El Ensueno,AWS_1,84.4446
2024-05-31 22:00:00,2024-21,BTA El Ensueno,AWS_1,84.156
