timestamp,node_name,cell_name,l_traffic_activeuser_dl_avg,l_traffic_activeuser_dl_max,l_traffic_activeuser_ul_avg,l_traffic_activeuser_dl_max_1,l_traffic_user_avg,l_traffic_user_max,l_chmeas_prb_dl_avail,l_chmeas_prb_dl_used_avg,l_chmeas_prb_ul_avail,l_chmeas_prb_ul_used_avg,l_thrp_bits_dl,l_thrp_bits_ul,dl_prb_usage,ul_prb_usage,user_exp
2024-05-27 04:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_6,0.4135,5,0.3503,5,9.5367,18,50,15.3594,50,7.6711,13321520208,482080392,30.7188,15.3422,10.326635069851816
2024-05-27 04:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_1,0.2462,8,0.2662,7,13.6753,31,50,7.5487,50,10.3033,9040391536,575069288,15.0974,20.6066,14.688317895034473
2024-05-27 04:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_2,0.0621,3,0.0487,4,4.4528,16,50,2.8077,50,5.1886,3084557400,223489440,5.6154,10.3772,20.42841930469192
2024-05-27 04:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_3,0.2904,5,0.2428,5,9.1692,21,50,8.1842,50,10.3563,9322506800,523976088,16.3684,20.7126,14.843112236110429
2024-05-27 04:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_7,0.5015,6,0.621,7,43.605,63,50,8.9967,50,19.0266,12880926952,6582792016,17.9934,38.0532,18.24370790655068
2024-05-27 04:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_9,0.3139,5,0.2785,5,24.0583,42,50,8.8557,50,11.3672,13977948912,1087712192,17.7114,22.7344,21.61830048969978
2024-05-27 05:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_3,0.3426,6,0.2283,5,13.5989,27,50,11.3494,50,10.188,12506405096,509624720,22.6988,20.376,14.00335102013985
2024-05-27 05:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_2,0.2919,6,0.1908,5,12.2278,24,50,10.3012,50,8.1888,9958010888,492686768,20.6024,16.3776,11.986290852492534
2024-05-27 05:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_7,0.9891,10,0.9261,9,48.7772,67,50,17.9931,50,17.7897,25303817176,4934936152,35.9862,35.5794,12.68944914220802
2024-05-27 05:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_8,0.722,8,0.4747,6,28.2039,45,50,19.199,50,11.9525,18580644120,1123509832,38.398,23.905,9.013060919989854
2024-05-27 05:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_9,0.5167,8,0.4485,6,27.2044,46,50,13.5434,50,11.878,18993504488,1723858312,27.0868,23.756,15.808065697618424
2024-05-27 05:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_4,0.8313,8,0.8405,10,9.1778,21,50,21.247,50,10.058,14345730168,776267744,42.494,20.116,6.085587506260455
2024-05-27 05:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_1,0.7512,10,0.7654,10,21.1853,38,50,22.0925,50,13.5565,12524023032,1016950304,44.185,27.113,6.155804555938319
2024-05-27 05:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_5,0.4029,7,0.2571,5,7.4403,15,50,13.6066,50,6.2472,12923557624,461932256,27.2132,12.4944,10.693187962058124
2024-05-27 05:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_6,0.484,6,0.4419,6,9.4472,21,50,16.3756,50,8.0255,3979084440,432404400,32.7512,16.051,2.621038721024352
2024-05-27 06:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_5,0.6673,7,0.3661,6,8.4757,20,50,18.4784,50,7.0711,11559684456,587976688,36.9568,14.142200000000004,5.321464358570462
2024-05-27 06:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_4,1.0871,10,1.0422,10,11.9505,24,50,24.9501,50,11.641,11132353240,676741936,49.9002,23.282,3.530376127550424
2024-05-27 06:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_9,0.7299,8,0.5387,7,29.6196,47,50,16.1445,50,12.5793,20212214192,1836084080,32.289,25.1586,13.400594379698148
2024-05-27 06:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_8,0.8157,9,0.5739,7,27.1859,43,50,20.7697,50,12.9211,28619481448,1424339336,41.5394,25.8422,12.801249941779554
2024-05-27 06:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_2,0.8085,9,0.6215,7,12.8477,26,50,21.7057,50,10.4691,18864774296,951640744,43.4114,20.9382,7.7344471171055025
2024-05-27 06:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_3,0.5686,7,0.3434,6,15.0156,29,50,17.2718,50,11.0252,17276167968,867634400,34.5436,22.0504,10.955681368452057
2024-05-27 06:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_1,1.2259,11,1.2119,11,28.5957,56,50,24.4567,50,16.1072,19398919840,2658631136,48.9134,32.2144,5.955642632860048
2024-05-27 06:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_7,1.8136,13,1.6671,12,50.935,77,50,24.1398,50,21.1257,27482099904,3744187912,48.2796,42.2514,8.502622246117078
2024-05-27 06:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_6,1.1889,8,0.6396,7,12.4921,24,50,30.6434,50,9.2815,14968118960,812216192,61.2868,18.563,3.7516963860287
2024-05-27 07:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_7,2.1766,14,1.699,12,56.2952,77,50,30.7039,50,18.684,46649970168,3039103760,61.4078,37.368,9.42569332230849
2024-05-27 07:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_8,0.7371,8,0.5386,7,26.1655,42,50,19.054,50,11.937,22790423832,1266176344,38.108,23.874,11.683462229727615
2024-05-27 07:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_9,1.0588,9,0.6635,7,28.0739,47,50,24.7095,50,13.5063,37663451912,2540402552,49.419,27.0126,14.695874247714958
2024-05-27 07:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_4,1.1674,9,1.1973,10,12.8639,24,50,27.7224,50,11.9247,11131864024,871451112,55.44480000000001,23.8494,3.236623230253207
2024-05-27 07:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_5,0.7605,7,0.5454,6,8.213,19,50,21.3079,50,8.2747,10084100840,646019664,42.6158,16.5494,4.279905110778032
2024-05-27 07:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_6,1.7862,10,1.1029,8,13.7379,22,50,36.7976,50,11.3961,23675473832,924006616,73.5952,22.7922,4.075802389434926
2024-05-27 07:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_1,1.4023,12,1.2528,10,31.4696,50,50,28.1313,50,16.7189,23826272288,1729622096,56.2626,33.4378,6.234475625407844
2024-05-27 07:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_2,0.7474,8,0.5503,6,12.8259,25,50,20.8665,50,11.5932,19751019984,1105769672,41.733,23.1864,9.227332991355343
2024-05-27 07:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_3,0.9122,8,0.45,7,15.6118,28,50,23.6647,50,12.2645,22054534232,1664404096,47.3294,24.529,8.11774082426305
2024-05-27 08:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_2,0.6668,8,0.3828,6,10.7617,20,50,20.5872,50,11.8211,13419289344,1088241288,41.1744,23.6422,6.418776054874704
2024-05-27 08:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_9,0.9492,11,0.7608,7,29.5917,45,50,21.0231,50,16.8354,29932896784,6073815040,42.0462,33.6708,12.819387586021325
2024-05-27 08:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_1,1.8181,12,1.3215,11,34.4033,53,50,33.9349,50,17.5615,34192246840,2919965864,67.8698,35.123,6.5157196045321335
2024-05-27 08:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_6,1.3934,11,0.9353,8,13.3981,26,50,29.4785,50,10.2984,16258374888,1189345128,58.957,20.5968,4.140958654476272
2024-05-27 08:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_5,1.1164,9,0.6353,7,12.6425,23,50,28.372,50,11.3091,16317088664,1873631688,56.74399999999999,22.6182,4.958852856760095
2024-05-27 08:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_4,1.3047,10,1.2062,9,15.78,37,50,30.732,50,14.89,12956411464,1138738608,61.464,29.78,3.834974502325141
2024-05-27 08:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_8,1.1117,8,0.6945,7,26.8625,39,50,22.0246,50,14.0452,24242037320,3174282968,44.0492,28.0904,10.252714291336533
2024-05-27 08:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_7,3.7711,24,1.9447,12,58.7747,80,50,36.2318,50,19.6198,51355853608,4339495000,72.4636,39.2396,6.452314530802214
2024-05-27 08:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_3,0.9144,11,0.538,7,17.6492,32,50,19.8555,50,13.013,17745951696,1350009024,39.711,26.026,7.641301618293652
2024-05-27 09:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_9,0.8317,12,0.5991,8,27.3689,41,50,18.8043,50,12.582,20037195800,1229645840,37.6086,25.164,10.176261337810327
2024-05-27 09:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_7,3.1343,15,1.8999,12,57.7314,81,50,36.6994,50,19.7373,60468552904,4406075056,73.3988,39.4746,8.757189036131129
2024-05-27 09:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_8,1.1946,11,0.7163,8,28.2189,42,50,23.9278,50,14.2476,21416878136,3815124776,47.8556,28.4952,7.363303097468397
2024-05-27 09:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_3,0.8991,11,0.4474,6,16.0008,27,50,20.8208,50,11.7141,19733406288,1105932520,41.6416,23.4282,8.710032458374867
2024-05-27 09:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_4,1.4258,13,1.6904,11,16.7778,30,50,28.8794,50,15.7225,17608793616,1261205960,57.7588,31.445,5.302060856078554
2024-05-27 09:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_5,1.2492,9,0.5824,8,11.5094,23,50,29.3966,50,8.6818,17289738064,777865776,58.7932,17.3636,4.548159920150419
2024-05-27 09:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_6,1.3293,13,1.2248,11,16.5428,31,50,29.9089,50,13.4146,15756084768,1497412552,59.8178,26.8292,4.098831631452194
2024-05-27 09:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_1,1.9118,13,1.9168,11,35.8842,58,50,32.3591,50,20.1197,32288858264,3669247544,64.7182,40.2394,6.29394637489502
2024-05-27 09:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_2,0.7874,9,0.3849,6,11.9339,24,50,21.3982,50,11.1268,14096749992,872871912,42.7964,22.2536,5.761823305469035
2024-05-27 10:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_4,1.3835,10,1.9595,10,16.3131,30,50,30.7466,50,19.9874,15835216256,2462277504,61.4932,39.9748,4.16106943348433
2024-05-27 10:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_5,0.8864,8,0.5381,6,11.1208,21,50,23.26,50,8.9064,12825717560,823611448,46.52,17.8128,5.362144463213674
2024-05-27 10:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_6,1.3124,8,1.1473,9,16.6908,31,50,29.9003,50,13.6331,17359381944,2035382512,59.8006,27.2662,4.4585655642539175
2024-05-27 10:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_1,1.7078,14,1.3894,10,34.0092,48,50,30.2234,50,18.3605,32784657936,4140866232,60.4468,36.721,7.290670104633311
2024-05-27 10:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_2,0.8957,8,0.4518,6,14.5878,28,50,22.7036,50,11.9678,16682780808,1444892880,45.4072,23.9356,6.294192868721515
2024-05-27 10:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_3,0.8169,10,0.4687,6,14.89,27,50,20.1246,50,12.4031,18106939656,1738965552,40.2492,24.8062,8.399939015361497
2024-05-27 10:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_7,2.5557,14,1.6242,11,54.6014,74,50,32.642,50,19.927,48931871424,3115718672,65.284,39.854,9.057415645723394
2024-05-27 10:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_9,1.0212,16,0.8724,8,26.4931,41,50,20.2746,50,15.1038,26861621088,2857505824,40.5492,30.2076,11.62124522992134
2024-05-27 10:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_8,1.2743,11,0.7364,7,29.7564,48,50,26.849,50,13.1425,30295372512,1908063576,53.698,26.285000000000004,9.220380410341807
2024-05-27 11:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_3,1.2316,13,0.7582,8,18.915,32,50,25.5921,50,13.1344,26124029448,1649303312,51.1842,26.2688,8.389626792186684
2024-05-27 11:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_2,0.6992,7,0.444,6,12.4571,22,50,18.3115,50,11.6992,11786007568,1469470040,36.623,23.3984,6.960119394739872
2024-05-27 11:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_1,2.3201,12,2.1146,13,35.0181,53,50,37.7517,50,22.4629,37251511184,4121273696,75.5034,44.9258,5.491696682930439
2024-05-27 11:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_6,1.6541,12,1.0971,10,16.7591,27,50,33.3557,50,13.0488,20852214536,1907454520,66.7114,26.0976,4.532038569439568
2024-05-27 11:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_4,1.8801,12,1.8636,9,15.5118,31,50,33.4613,50,19.9155,14713625280,2495089080,66.9226,39.831,3.1027125799251225
2024-05-27 11:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_9,1.7665,16,1.3522,8,26.8119,38,50,29.9687,50,18.0577,37826070640,3842079120,59.9374,36.1154,7.636118026255525
2024-05-27 11:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_8,1.0839,9,0.6412,7,28.2045,43,50,23.7587,50,12.807,26580260392,1595547056,47.5174,25.614000000000004,9.543230708956685
2024-05-27 11:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_7,3.1452,18,2.2092,12,54.5402,72,50,37.4941,50,24.2019,48168103648,7265291752,74.9882,48.4038,6.436143416112793
2024-05-27 11:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_5,0.6897,7,0.5651,7,9.9736,18,50,20.7627,50,9.2929,12113436176,1135337816,41.5254,18.5858,6.717274912136421
2024-05-27 12:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_4,1.9384,11,1.5152,13,18.3232,31,50,35.489,50,14.9775,22921152232,1558737928,70.978,29.955,4.271043772875897
2024-05-27 12:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_9,1.0742,12,1.0781,8,28.1194,44,50,21.2727,50,15.6814,26911136784,2046364184,42.5454,31.3628,11.357102771510224
2024-05-27 12:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_8,1.3846,10,0.9045,9,27.6537,42,50,32.8547,50,13.8185,31476391008,1850110040,65.7094,27.637,7.857991352067977
2024-05-27 12:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_7,2.893,16,1.8857,13,55.2402,78,50,36.9772,50,20.4344,45915274432,3771714480,73.9544,40.8688,6.271366159147558
2024-05-27 12:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_5,1.2755,10,0.706,7,13.286,24,50,29.3,50,10.4439,16456328560,1233440152,58.6,20.8878,4.301193006412452
2024-05-27 12:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_6,1.972,11,1.2797,9,19.539,36,50,33.2407,50,13.6981,18385211360,1363207536,66.4814,27.3962,3.729701185816776
2024-05-27 12:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_1,2.7514,14,2.0404,10,35.7409,52,50,37.9356,50,21.3969,37110340400,2320254656,75.8712,42.7938,5.274447457158587
2024-05-27 12:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_2,1.1181,8,0.5102,6,11.13,20,50,28.966,50,11.4253,13872796360,887841168,57.932,22.8506,4.005677350822088
2024-05-27 12:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_3,1.0384,12,0.8123,7,17.6918,37,50,23.0195,50,12.7903,17769741584,1083304472,46.039,25.5806,6.59921533965418
2024-05-27 13:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_1,1.8993,15,1.5104,9,36.544,57,50,32.599,50,19.9491,32273670872,4872208904,65.198,39.8982,6.526250205896312
2024-05-27 13:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_2,0.8438,8,0.5466,6,13.2423,24,50,21.6385,50,11.7211,15573032112,2133503592,43.277,23.4422,6.2807890654177125
2024-05-27 13:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_3,0.8502,10,0.486,7,16.1745,32,50,21.5899,50,11.7252,19355764816,870644544,43.1798,23.4504,8.120880580586572
2024-05-27 13:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_6,2.1732,11,0.9219,8,16.7886,29,50,41.0067,50,13.0042,18347384720,1197583504,82.0134,26.008400000000005,2.630078645640303
2024-05-27 13:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_7,3.6143,18,2.2429,12,57.3415,79,50,38.5398,50,22.1286,55502717056,6682260112,77.0796,44.2572,6.937837614396464
2024-05-27 13:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_8,1.2094,10,0.6996,7,27.2715,41,50,26.7956,50,13.1756,25738944816,1878447576,53.59120000000001,26.3512,7.541572829175034
2024-05-27 13:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_9,1.3621,15,0.8277,8,28.3081,42,50,22.1444,50,14.1069,31948197344,2202031216,44.2888,28.2138,9.849798731168551
2024-05-27 13:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_4,1.5351,11,1.4824,10,16.7858,33,50,34.4368,50,14.858,17253235144,1214118968,68.8736,29.716000000000005,3.967619483872868
2024-05-27 13:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_5,1.5085,10,0.8484,9,14.7824,24,50,32.083,50,10.537,17367886920,1063603536,64.166,21.074,3.727088888157631
2024-05-27 14:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_3,1.1441,11,0.6927,8,16.1114,37,50,27.1682,50,13.0015,24674390624,1364261744,54.3364,26.003,7.1886185554957285
2024-05-27 14:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_7,4.2204,17,2.2381,14,63.732,87,50,41.2065,50,20.2185,67380802464,3921418096,82.413,40.437,7.298793280146634
2024-05-27 14:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_4,1.6547,12,1.3845,9,16.8347,30,50,36.7562,50,13.7445,19736348120,1279445088,73.5124,27.489,4.272289409646169
2024-05-27 14:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_2,0.9095,9,0.4901,7,14.4767,27,50,24.6737,50,11.7482,19411403680,1260837928,49.3474,23.4964,7.396384021449673
2024-05-27 14:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_1,2.1709,14,1.2999,10,36.3739,52,50,35.0677,50,18.0192,34578536976,2592624000,70.1354,36.0384,6.01332074177122
2024-05-27 14:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_6,2.3386,11,1.306,9,17.2078,31,50,42.3382,50,13.7342,24236890656,1403036448,84.6764,27.4684,3.192405801232014
2024-05-27 14:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_5,1.2025,8,0.6609,7,13.4133,21,50,28.3437,50,10.0373,14911923312,1278409216,56.6874,20.0746,4.1974488913366494
2024-05-27 14:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_9,1.3594,14,0.9986,8,29.7472,43,50,27.0193,50,15.0919,37268355832,2021459512,54.0386,30.1838,10.231656718508685
2024-05-27 14:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_8,1.2989,10,0.7825,7,27.8067,42,50,28.2069,50,13.8997,27734898712,2219004696,56.4138,27.799399999999995,7.757915330062906
2024-05-27 15:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_5,1.5606,10,0.6526,7,12.6993,25,50,34.5974,50,10.729,16156701432,1650698752,69.1948,21.458,3.4082674182917363
2024-05-27 15:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_4,1.4048,10,1.4129,9,16.3366,28,50,34.3598,50,13.7634,17043509816,1043527656,68.7196,27.5268,4.05325519029753
2024-05-27 15:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_3,1.4669,11,0.8035,7,19.7898,33,50,29.8277,50,13.7042,30040505256,1793413296,59.6554,27.4084,7.264507332561444
2024-05-27 15:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_2,0.9063,10,0.4867,6,13.0422,23,50,21.6261,50,11.8577,18216968624,1056087240,43.2522,23.7154,7.535764020122004
2024-05-27 15:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_1,1.8249,14,1.453,10,30.3871,51,50,32.9355,50,18.714,33211794832,2288629120,65.871,37.428,6.703393845624095
2024-05-27 15:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_6,2.0549,12,1.7054,11,17.7967,28,50,39.0255,50,14.8258,21708909208,1639256440,78.051,29.6516,3.654848616529563
2024-05-27 15:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_7,3.0781,14,2.0039,11,56.5598,76,50,36.5559,50,20.4814,60026152360,4210495864,73.1118,40.9628,9.185647981934835
2024-05-27 15:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_8,1.2937,10,1.1172,8,28.0222,43,50,26.9729,50,14.6151,30394864592,2537265968,53.9458,29.2302,9.001827166039421
2024-05-27 15:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_9,1.5881,14,1.0568,8,29.9731,55,50,28.9166,50,15.3355,41972573320,2885501504,57.8332,30.671,9.842767925194304
2024-05-27 16:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_7,3.5484,15,2.0943,12,58.8119,77,50,41.8113,50,20.3851,58160227744,3533692128,83.6226,40.7702,6.410886153304969
2024-05-27 16:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_8,1.8632,14,1.132,9,32.2569,48,50,31.0827,50,15.6519,27473824480,3131362824,62.16539999999999,31.3038,5.892741116258664
2024-05-27 16:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_9,2.0989,17,1.4479,9,32.6319,50,50,33.4773,50,18.845,51472117472,6155117088,66.9546,37.69,9.507586923123498
2024-05-27 16:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_4,2.5265,13,2.0998,12,18.3594,31,50,41.6619,50,16.725,21972499304,1417042248,83.3238,33.45,2.892026122962717
2024-05-27 16:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_5,1.2431,10,0.578,7,12.4608,22,50,30.6273,50,9.0829,17162751800,968251984,61.2546,18.1658,4.539306474424476
2024-05-27 16:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_6,2.2598,12,1.7033,12,19.2331,35,50,39.4983,50,16.5253,18150317424,1823627976,78.9966,33.0506,2.813781273407296
2024-05-27 16:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_1,3.2485,15,2.1187,11,34.815,59,50,42.2223,50,20.0381,42335835696,2723803960,84.4446,40.0762,4.33260927057748
2024-05-27 16:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_3,1.6749,15,0.9028,8,23.0714,38,50,32.4919,50,15.0273,32067758904,2058532880,64.9838,30.0546,6.944033337806766
2024-05-27 16:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_2,1.071,10,0.4908,6,15.6294,27,50,25.2424,50,11.9891,22033170536,1159142672,50.48479999999999,23.9782,7.020508188654555
2024-05-27 17:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_1,4.288,16,2.269,12,38.5268,57,50,45.4647,50,23.0657,46024830240,4583190728,90.9294,46.1314,3.521255969232763
2024-05-27 17:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_7,4.6743,22,2.6023,15,63.6182,89,50,43.1306,50,23.6571,59443633392,6197452472,86.2612,47.3142,5.162380695928682
2024-05-27 17:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_8,1.4893,10,0.9735,8,32.2598,48,50,29.8535,50,14.1228,35013312872,2409378288,59.707,28.2456,8.515354349127046
2024-05-27 17:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_9,1.6896,15,1.2216,9,39.3168,60,50,28.8809,50,15.4785,45430850832,3237036440,57.7618,30.957,10.464710647931216
2024-05-27 17:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_4,2.3538,12,1.6061,12,17.0697,36,50,43.2419,50,14.1867,21981624768,1082117600,86.4838,28.3734,2.8998612436030595
2024-05-27 17:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_5,1.2297,9,0.5752,6,13.042,22,50,29.9033,50,9.6345,14856828576,1108745584,59.8066,19.269,4.599666622031567
2024-05-27 17:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_3,1.55,12,1.0385,8,23.4226,38,50,30.4681,50,15.6389,33047718896,2613885704,60.9362,31.2778,7.855695305584482
2024-05-27 17:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_2,1.0068,9,0.7019,7,16.0089,26,50,24.9909,50,16.0029,22283435640,4477416224,49.9818,32.0058,7.978241362917496
2024-05-27 17:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_6,2.0563,16,1.8172,11,21.6666,35,50,34.9265,50,17.0019,15526584040,1778150544,69.853,34.0038,2.9094064740758605
2024-05-27 18:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_7,5.4635,23,2.8714,16,73.3171,101,50,44.7251,50,22.7062,69874498352,4530234392,89.4502,45.4124,5.000220564256882
2024-05-27 18:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_6,2.2225,12,1.7447,11,23.1525,37,50,38.2274,50,16.1204,23390627264,2744596696,76.4548,32.2408,3.471798497558636
2024-05-27 18:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_1,3.9002,16,2.4348,12,40.2158,63,50,45.2204,50,22.4076,38917138760,2826000800,90.4408,44.8152,3.3779849537816413
2024-05-27 18:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_5,1.6059,12,1.002,10,15.9075,26,50,32.7032,50,12.9434,19879216336,2004813912,65.4064,25.8868,4.480411401845705
2024-05-27 18:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_9,1.8959,15,1.4255,10,42.0819,60,50,30.249,50,15.8458,38822480824,4402125816,60.498,31.691600000000005,8.659425934589276
2024-05-27 18:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_8,1.7024,14,0.8838,8,30.8631,46,50,33.5018,50,13.546,30270597448,1995984696,67.0036,27.092,6.245514099307426
2024-05-27 18:00:00.000000,BTA El Ensueno,BTA El Ensueno_B28_4,3.1417,14,2.6215,14,20.8834,40,50,44.1583,50,18.6246,21469532152,2047040840,88.3166,37.2492,2.2478505304734364
2024-05-27 18:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_2,1.2449,11,0.6737,7,18.2247,29,50,29.9167,50,12.0478,26144564456,1559907400,59.83339999999999,24.0956,7.072675981349861
2024-05-27 18:00:00.000000,BTA El Ensueno,BTA El Ensueno_AWS_3,1.8139,14,1.1587,8,27.0369,48,50,32.5854,50,16.8807,30581557144,2843401072,65.1708,33.7614,6.039321708441545
2024-05-27 19:00:00.000000,BTA El Ensueno,BTA El Ensueno_B7_8,2.2331,16,1.3075,9,34.7555,54,50,39.804,50,16.2147,36589949576,2962620320,79.608,32.4294,5.781010931535088
